央视频道,#genre#
CCTV-11戏曲,rtsp://115.233.43.111:554/PLTV/88888913/224/3221227777/10000100000000060000000000304164_0.smil
CCTV-11戏曲,rtsp://115.233.43.110:554/PLTV/88888913/224/3221227777/10000100000000060000000000304164_0.smil
CCTV-11戏曲,rtsp://115.233.43.108:554/PLTV/88888913/224/3221227777/10000100000000060000000000304164_0.smil
CCTV-11戏曲,rtsp://115.233.43.107:554/PLTV/88888913/224/3221227777/10000100000000060000000000304164_0.smil
CCTV-11戏曲,rtsp://115.233.43.106:554/PLTV/88888913/224/3221227777/10000100000000060000000000304164_0.smil
CCTV-11戏曲,rtsp://115.233.43.105:554/PLTV/88888913/224/3221227777/10000100000000060000000000304164_0.smil
CCTV-11戏曲,rtsp://115.233.43.104:554/PLTV/88888913/224/3221227777/10000100000000060000000000304164_0.smil
CCTV-11戏曲,rtsp://115.233.43.103:554/PLTV/88888913/224/3221227777/10000100000000060000000000304164_0.smil
CCTV-11戏曲,rtsp://115.233.43.101:554/PLTV/88888913/224/3221227777/10000100000000060000000000304164_0.smil
CCTV-11戏曲,rtsp://115.233.43.100:554/PLTV/88888913/224/3221227777/10000100000000060000000000304164_0.smil
CCTV-12社会与法,rtsp://115.233.43.100:554/PLTV/88888913/224/3221228130/10000100000000060000000002633382_0.smil
CCTV-12社会与法,rtsp://115.233.43.111:554/PLTV/88888913/224/3221228130/10000100000000060000000002633382_0.smil
CCTV-12社会与法,rtsp://115.233.43.110:554/PLTV/88888913/224/3221228130/10000100000000060000000002633382_0.smil
CCTV-12社会与法,rtsp://115.233.43.108:554/PLTV/88888913/224/3221228130/10000100000000060000000002633382_0.smil
CCTV-12社会与法,rtsp://115.233.43.107:554/PLTV/88888913/224/3221228130/10000100000000060000000002633382_0.smil
CCTV-12社会与法,rtsp://115.233.43.106:554/PLTV/88888913/224/3221228130/10000100000000060000000002633382_0.smil
CCTV-12社会与法,rtsp://115.233.43.105:554/PLTV/88888913/224/3221228130/10000100000000060000000002633382_0.smil
CCTV-12社会与法,rtsp://115.233.43.104:554/PLTV/88888913/224/3221228130/10000100000000060000000002633382_0.smil
CCTV-12社会与法,rtsp://115.233.43.103:554/PLTV/88888913/224/3221228130/10000100000000060000000002633382_0.smil
CCTV-12社会与法,rtsp://115.233.43.101:554/PLTV/88888913/224/3221228130/10000100000000060000000002633382_0.smil
CCTV-13新闻,rtsp://115.233.43.107:554/PLTV/88888913/224/3221229154/52628615.smil
CCTV-13新闻,rtsp://115.233.43.111:554/PLTV/88888913/224/3221229154/52628615.smil
CCTV-13新闻,rtsp://115.233.43.110:554/PLTV/88888913/224/3221229154/52628615.smil
CCTV-13新闻,rtsp://115.233.43.108:554/PLTV/88888913/224/3221229154/52628615.smil
CCTV-13新闻,rtsp://115.233.43.106:554/PLTV/88888913/224/3221229154/52628615.smil
CCTV-13新闻,rtsp://115.233.43.105:554/PLTV/88888913/224/3221229154/52628615.smil
CCTV-13新闻,rtsp://115.233.43.104:554/PLTV/88888913/224/3221229154/52628615.smil
CCTV-13新闻,rtsp://115.233.43.103:554/PLTV/88888913/224/3221229154/52628615.smil
CCTV-13新闻,rtsp://115.233.43.101:554/PLTV/88888913/224/3221229154/52628615.smil
CCTV-13新闻,rtsp://115.233.43.100:554/PLTV/88888913/224/3221229154/52628615.smil
CCTV-14少儿,rtsp://115.233.43.111:554/PLTV/88888913/224/3221228088/10000100000000060000000002633381_0.smil
CCTV-14少儿,rtsp://115.233.43.110:554/PLTV/88888913/224/3221228088/10000100000000060000000002633381_0.smil
CCTV-14少儿,rtsp://115.233.43.108:554/PLTV/88888913/224/3221228088/10000100000000060000000002633381_0.smil
CCTV-14少儿,rtsp://115.233.43.107:554/PLTV/88888913/224/3221228088/10000100000000060000000002633381_0.smil
CCTV-14少儿,rtsp://115.233.43.106:554/PLTV/88888913/224/3221228088/10000100000000060000000002633381_0.smil
CCTV-14少儿,rtsp://115.233.43.105:554/PLTV/88888913/224/3221228088/10000100000000060000000002633381_0.smil
CCTV-14少儿,rtsp://115.233.43.104:554/PLTV/88888913/224/3221228088/10000100000000060000000002633381_0.smil
CCTV-14少儿,rtsp://115.233.43.103:554/PLTV/88888913/224/3221228088/10000100000000060000000002633381_0.smil
CCTV-14少儿,rtsp://115.233.43.101:554/PLTV/88888913/224/3221228088/10000100000000060000000002633381_0.smil
CCTV-14少儿,rtsp://115.233.43.100:554/PLTV/88888913/224/3221228088/10000100000000060000000002633381_0.smil
CCTV-15音乐,rtsp://115.233.43.103:554/PLTV/88888913/224/3221227993/10000100000000060000000000794054_0.smil
CCTV-15音乐,rtsp://115.233.43.111:554/PLTV/88888913/224/3221227993/10000100000000060000000000794054_0.smil
CCTV-15音乐,rtsp://115.233.43.110:554/PLTV/88888913/224/3221227993/10000100000000060000000000794054_0.smil
CCTV-15音乐,rtsp://115.233.43.108:554/PLTV/88888913/224/3221227993/10000100000000060000000000794054_0.smil
CCTV-15音乐,rtsp://115.233.43.107:554/PLTV/88888913/224/3221227993/10000100000000060000000000794054_0.smil
CCTV-15音乐,rtsp://115.233.43.106:554/PLTV/88888913/224/3221227993/10000100000000060000000000794054_0.smil
CCTV-15音乐,rtsp://115.233.43.105:554/PLTV/88888913/224/3221227993/10000100000000060000000000794054_0.smil
CCTV-15音乐,rtsp://115.233.43.104:554/PLTV/88888913/224/3221227993/10000100000000060000000000794054_0.smil
CCTV-15音乐,rtsp://115.233.43.101:554/PLTV/88888913/224/3221227993/10000100000000060000000000794054_0.smil
CCTV-15音乐,rtsp://115.233.43.100:554/PLTV/88888913/224/3221227993/10000100000000060000000000794054_0.smil
CCTV-16奥林匹克,rtsp://115.233.43.104:554/PLTV/88888913/224/3221229307/70526246.smil
CCTV-16奥林匹克,rtsp://115.233.43.103:554/PLTV/88888913/224/3221229307/70526246.smil
CCTV-16奥林匹克,rtsp://115.233.43.111:554/PLTV/88888913/224/3221229307/70526246.smil
CCTV-16奥林匹克,rtsp://115.233.43.110:554/PLTV/88888913/224/3221229307/70526246.smil
CCTV-16奥林匹克,rtsp://115.233.43.108:554/PLTV/88888913/224/3221229307/70526246.smil
CCTV-16奥林匹克,rtsp://115.233.43.107:554/PLTV/88888913/224/3221229307/70526246.smil
CCTV-16奥林匹克,rtsp://115.233.43.106:554/PLTV/88888913/224/3221229307/70526246.smil
CCTV-16奥林匹克,rtsp://115.233.43.105:554/PLTV/88888913/224/3221229307/70526246.smil
CCTV-16奥林匹克,rtsp://115.233.43.101:554/PLTV/88888913/224/3221229307/70526246.smil
CCTV-16奥林匹克,rtsp://115.233.43.100:554/PLTV/88888913/224/3221229307/70526246.smil
CCTV-16（4K）,rtsp://115.233.43.104:554/PLTV/88888913/224/3221229331/74036079.smil
CCTV-16（4K）,rtsp://115.233.43.103:554/PLTV/88888913/224/3221229331/74036079.smil
CCTV-16（4K）,rtsp://115.233.43.111:554/PLTV/88888913/224/3221229331/74036079.smil
CCTV-16（4K）,rtsp://115.233.43.110:554/PLTV/88888913/224/3221229331/74036079.smil
CCTV-16（4K）,rtsp://115.233.43.108:554/PLTV/88888913/224/3221229331/74036079.smil
CCTV-16（4K）,rtsp://115.233.43.107:554/PLTV/88888913/224/3221229331/74036079.smil
CCTV-16（4K）,rtsp://115.233.43.106:554/PLTV/88888913/224/3221229331/74036079.smil
CCTV-16（4K）,rtsp://115.233.43.105:554/PLTV/88888913/224/3221229331/74036079.smil
CCTV-16（4K）,rtsp://115.233.43.101:554/PLTV/88888913/224/3221229331/74036079.smil
CCTV-16（4K）,rtsp://115.233.43.100:554/PLTV/88888913/224/3221229331/74036079.smil
CCTV-17农业农村,rtsp://115.233.43.111:554/PLTV/88888913/224/3221229176/54864243.smil
CCTV-17农业农村,rtsp://115.233.43.110:554/PLTV/88888913/224/3221229176/54864243.smil
CCTV-17农业农村,rtsp://115.233.43.108:554/PLTV/88888913/224/3221229176/54864243.smil
CCTV-17农业农村,rtsp://115.233.43.107:554/PLTV/88888913/224/3221229176/54864243.smil
CCTV-17农业农村,rtsp://115.233.43.106:554/PLTV/88888913/224/3221229176/54864243.smil
CCTV-17农业农村,rtsp://115.233.43.105:554/PLTV/88888913/224/3221229176/54864243.smil
CCTV-17农业农村,rtsp://115.233.43.104:554/PLTV/88888913/224/3221229176/54864243.smil
CCTV-17农业农村,rtsp://115.233.43.103:554/PLTV/88888913/224/3221229176/54864243.smil
CCTV-17农业农村,rtsp://115.233.43.101:554/PLTV/88888913/224/3221229176/54864243.smil
CCTV-17农业农村,rtsp://115.233.43.100:554/PLTV/88888913/224/3221229176/54864243.smil
地方卫视,#genre#
浙江卫视,rtsp://115.233.43.106:554/PLTV/88888913/224/3221228012/10000100000000060000000000794032_0.smil
浙江卫视,rtsp://115.233.43.101:554/PLTV/88888913/224/3221228012/10000100000000060000000000794032_0.smil
浙江卫视,rtsp://115.233.43.111:554/PLTV/88888913/224/3221228012/10000100000000060000000000794032_0.smil
浙江卫视,rtsp://115.233.43.110:554/PLTV/88888913/224/3221228012/10000100000000060000000000794032_0.smil
浙江卫视,rtsp://115.233.43.108:554/PLTV/88888913/224/3221228012/10000100000000060000000000794032_0.smil
浙江卫视,rtsp://115.233.43.107:554/PLTV/88888913/224/3221228012/10000100000000060000000000794032_0.smil
浙江卫视,rtsp://115.233.43.105:554/PLTV/88888913/224/3221228012/10000100000000060000000000794032_0.smil
浙江卫视,rtsp://115.233.43.104:554/PLTV/88888913/224/3221228012/10000100000000060000000000794032_0.smil
浙江卫视,rtsp://115.233.43.103:554/PLTV/88888913/224/3221228012/10000100000000060000000000794032_0.smil
浙江卫视,rtsp://115.233.43.100:554/PLTV/88888913/224/3221228012/10000100000000060000000000794032_0.smil
湖南卫视,rtsp://115.233.43.101:554/PLTV/88888913/224/3221227983/10000100000000060000000000794037_0.smil
湖南卫视,rtsp://115.233.43.111:554/PLTV/88888913/224/3221227983/10000100000000060000000000794037_0.smil
湖南卫视,rtsp://115.233.43.110:554/PLTV/88888913/224/3221227983/10000100000000060000000000794037_0.smil
湖南卫视,rtsp://115.233.43.108:554/PLTV/88888913/224/3221227983/10000100000000060000000000794037_0.smil
湖南卫视,rtsp://115.233.43.107:554/PLTV/88888913/224/3221227983/10000100000000060000000000794037_0.smil
湖南卫视,rtsp://115.233.43.106:554/PLTV/88888913/224/3221227983/10000100000000060000000000794037_0.smil
湖南卫视,rtsp://115.233.43.105:554/PLTV/88888913/224/3221227983/10000100000000060000000000794037_0.smil
湖南卫视,rtsp://115.233.43.104:554/PLTV/88888913/224/3221227983/10000100000000060000000000794037_0.smil
湖南卫视,rtsp://115.233.43.103:554/PLTV/88888913/224/3221227983/10000100000000060000000000794037_0.smil
湖南卫视,rtsp://115.233.43.100:554/PLTV/88888913/224/3221227983/10000100000000060000000000794037_0.smil
江苏卫视,rtsp://115.233.43.111:554/PLTV/88888913/224/3221228067/10000100000000060000000001063212_0.smil
江苏卫视,rtsp://115.233.43.110:554/PLTV/88888913/224/3221228067/10000100000000060000000001063212_0.smil
江苏卫视,rtsp://115.233.43.108:554/PLTV/88888913/224/3221228067/10000100000000060000000001063212_0.smil
江苏卫视,rtsp://115.233.43.107:554/PLTV/88888913/224/3221228067/10000100000000060000000001063212_0.smil
江苏卫视,rtsp://115.233.43.106:554/PLTV/88888913/224/3221228067/10000100000000060000000001063212_0.smil
江苏卫视,rtsp://115.233.43.105:554/PLTV/88888913/224/3221228067/10000100000000060000000001063212_0.smil
江苏卫视,rtsp://115.233.43.104:554/PLTV/88888913/224/3221228067/10000100000000060000000001063212_0.smil
江苏卫视,rtsp://115.233.43.103:554/PLTV/88888913/224/3221228067/10000100000000060000000001063212_0.smil
江苏卫视,rtsp://115.233.43.101:554/PLTV/88888913/224/3221228067/10000100000000060000000001063212_0.smil
江苏卫视,rtsp://115.233.43.100:554/PLTV/88888913/224/3221228067/10000100000000060000000001063212_0.smil
北京卫视,rtsp://115.233.43.100:554/PLTV/88888913/224/3221228080/10000100000000060000000001063209_0.smil
北京卫视,rtsp://115.233.43.101:554/PLTV/88888913/224/3221228080/10000100000000060000000001063209_0.smil
北京卫视,rtsp://115.233.43.111:554/PLTV/88888913/224/3221228080/10000100000000060000000001063209_0.smil
北京卫视,rtsp://115.233.43.110:554/PLTV/88888913/224/3221228080/10000100000000060000000001063209_0.smil
北京卫视,rtsp://115.233.43.108:554/PLTV/88888913/224/3221228080/10000100000000060000000001063209_0.smil
北京卫视,rtsp://115.233.43.107:554/PLTV/88888913/224/3221228080/10000100000000060000000001063209_0.smil
北京卫视,rtsp://115.233.43.106:554/PLTV/88888913/224/3221228080/10000100000000060000000001063209_0.smil
北京卫视,rtsp://115.233.43.105:554/PLTV/88888913/224/3221228080/10000100000000060000000001063209_0.smil
北京卫视,rtsp://115.233.43.104:554/PLTV/88888913/224/3221228080/10000100000000060000000001063209_0.smil
北京卫视,rtsp://115.233.43.103:554/PLTV/88888913/224/3221228080/10000100000000060000000001063209_0.smil
东方卫视,rtsp://115.233.43.100:554/PLTV/88888913/224/3221228140/10000100000000060000000002670196_0.smil
东方卫视,rtsp://115.233.43.101:554/PLTV/88888913/224/3221228140/10000100000000060000000002670196_0.smil
东方卫视,rtsp://115.233.43.111:554/PLTV/88888913/224/3221228140/10000100000000060000000002670196_0.smil
东方卫视,rtsp://115.233.43.110:554/PLTV/88888913/224/3221228140/10000100000000060000000002670196_0.smil
东方卫视,rtsp://115.233.43.108:554/PLTV/88888913/224/3221228140/10000100000000060000000002670196_0.smil
东方卫视,rtsp://115.233.43.107:554/PLTV/88888913/224/3221228140/10000100000000060000000002670196_0.smil
东方卫视,rtsp://115.233.43.106:554/PLTV/88888913/224/3221228140/10000100000000060000000002670196_0.smil
东方卫视,rtsp://115.233.43.105:554/PLTV/88888913/224/3221228140/10000100000000060000000002670196_0.smil
东方卫视,rtsp://115.233.43.104:554/PLTV/88888913/224/3221228140/10000100000000060000000002670196_0.smil
东方卫视,rtsp://115.233.43.103:554/PLTV/88888913/224/3221228140/10000100000000060000000002670196_0.smil
安徽卫视,rtsp://115.233.43.101:554/PLTV/88888913/224/3221228120/10000100000000060000000002242150_0.smil
安徽卫视,rtsp://115.233.43.111:554/PLTV/88888913/224/3221228120/10000100000000060000000002242150_0.smil
安徽卫视,rtsp://115.233.43.110:554/PLTV/88888913/224/3221228120/10000100000000060000000002242150_0.smil
安徽卫视,rtsp://115.233.43.108:554/PLTV/88888913/224/3221228120/10000100000000060000000002242150_0.smil
安徽卫视,rtsp://115.233.43.107:554/PLTV/88888913/224/3221228120/10000100000000060000000002242150_0.smil
安徽卫视,rtsp://115.233.43.106:554/PLTV/88888913/224/3221228120/10000100000000060000000002242150_0.smil
安徽卫视,rtsp://115.233.43.105:554/PLTV/88888913/224/3221228120/10000100000000060000000002242150_0.smil
安徽卫视,rtsp://115.233.43.104:554/PLTV/88888913/224/3221228120/10000100000000060000000002242150_0.smil
安徽卫视,rtsp://115.233.43.103:554/PLTV/88888913/224/3221228120/10000100000000060000000002242150_0.smil
安徽卫视,rtsp://115.233.43.100:554/PLTV/88888913/224/3221228120/10000100000000060000000002242150_0.smil
广东卫视,rtsp://115.233.43.107:554/PLTV/88888913/224/3221228011/10000100000000060000000000794034_0.smil
